id,userId,fcmToken,deviceInfo,createdAt,updatedAt
81dc0a4a-a88d-4c3f-9f0e-8a92eb6aeb18,5bdc5ed5-f138-4b5c-9d18-ef71fa768cac,fcm_1b3ec1ef-d2f0-4e01-8a20-adc69e1e0169,Android,2025-12-04T20:21:07.666487,2025-12-04T20:21:07.666499
411b5eed-d621-4426-b9b5-c35cd70cf3ee,f4613389-7e43-406e-8f29-631008a8e25f,fcm_5dc053ba-e197-45ed-8008-0563e3c38507,Android,2025-12-04T20:21:07.666522,2025-12-04T20:21:07.666530
e6d1fc26-9f95-4db0-86e6-b1a23f6f7815,56c732a6-36b8-4a82-a699-707932c094e2,fcm_2685aa6a-d45b-4580-9588-42cc7986a120,Android,2025-12-04T20:21:07.666558,2025-12-04T20:21:07.666563
de20b013-2528-41c6-b3e4-f6eb232151b2,9f325c4d-12c1-4a90-87d1-67831bfd824e,fcm_5e14747a-bb20-464f-9f5a-d9ce62cd022f,Android,2025-12-04T20:21:07.666580,2025-12-04T20:21:07.666585
1f11fdf4-925d-4a5e-9480-16e40457740e,e59d5313-9a32-4fac-843f-aa59d861b389,fcm_864d5480-2891-47c8-b092-1e0ac7c5cfdf,Android,2025-12-04T20:21:07.666603,2025-12-04T20:21:07.666609
0b492bc2-42e5-4952-a792-4f913f475230,9503ae09-8ad6-4270-a0de-3b455d6ca766,fcm_b7ccf88f-962a-4937-9a18-03df83891ac0,Android,2025-12-04T20:21:07.666630,2025-12-04T20:21:07.666639
3a897687-3ac4-4ef6-bc09-d87a47b92a9c,8dc10bf6-ba4d-436a-bf92-2f9bd1120d42,fcm_c7cd1691-9c28-48ba-8cd1-9da6e8e12efa,Android,2025-12-04T20:21:07.666661,2025-12-04T20:21:07.666671
18245bc2-0b48-49d7-95e7-fa523bdaf9bf,f039e5b1-6c01-44aa-93f7-e15cf447559e,fcm_48093391-0c4b-4b2d-bdfe-4ab316c1360c,Android,2025-12-04T20:21:07.666690,2025-12-04T20:21:07.666701
b091714a-0d82-4b3b-931a-6e67b79500c3,32c06428-2a34-4832-907e-7c7d1940d5fe,fcm_d3d1c3eb-0987-4828-a0a0-9aa84e2ed91e,Android,2025-12-04T20:21:07.666719,2025-12-04T20:21:07.666725
42535759-24ac-4d9b-aa65-9e376e41dc0e,5b6a4e8f-aa70-447d-8397-bd8433d2dace,fcm_1d1b8078-c277-4dfe-b870-768bc2b32e79,Android,2025-12-04T20:21:07.666745,2025-12-04T20:21:07.666752
0b6bca39-e352-4eac-93db-6a255b23ffd8,6c8b9a1e-9b86-4b57-abb7-1d8586a262fa,fcm_b72433aa-4e42-4d47-a8c7-a1bf2c8e556e,Android,2025-12-04T20:21:07.666769,2025-12-04T20:21:07.666775
954940ae-6769-469d-8fde-c22146948fb5,158bf0a7-b6d1-4106-85ad-4908754adb1c,fcm_8a5dcf7c-bc40-48f7-9fad-8f98a102b7ea,Android,2025-12-04T20:21:07.666797,2025-12-04T20:21:07.666804
cd6f428f-4d82-4f2f-9c6f-8d7d267dc1b0,f7f6e7bd-d28f-4a63-92bd-17216d52e242,fcm_fa35344b-f321-4d71-88ed-6a827d6f397b,Android,2025-12-04T20:21:07.666823,2025-12-04T20:21:07.666829
212060bf-7700-4043-839e-b244ca9b5658,e012b34a-ff52-454f-8034-fcd114b8877d,fcm_62b6b842-72dd-42d2-8e8b-40d2c126cf36,Android,2025-12-04T20:21:07.666860,2025-12-04T20:21:07.666867
7cad6f1e-74b6-48ec-a02d-40e481e4580c,6c7f6aa0-b2cb-4c14-a389-1c2d17ff191c,fcm_227f61ae-5c10-410a-9083-f9e45b5345fc,Android,2025-12-04T20:21:07.666890,2025-12-04T20:21:07.666896
c9b5c0d2-ca3c-454e-b512-fae4e20bb8ae,d69c7f34-8e53-4b82-a32c-3694088a7010,fcm_9cb1c72f-d66e-464e-acd1-89cd0e4def59,Android,2025-12-04T20:21:07.666914,2025-12-04T20:21:07.666920
2a15733c-d9b7-4836-a41d-3722b02bee81,fd10e53b-ca9b-426d-b685-23073763ccf7,fcm_1f945d97-2688-4c0c-a3d5-131af7349f47,Android,2025-12-04T20:21:07.666937,2025-12-04T20:21:07.666942
229142e9-317a-4474-9c70-a140814ea4af,f7cd5c19-a2a3-428b-967d-fba3081dbfc8,fcm_f8286c91-df4e-4538-8829-0c2c16f44aaa,Android,2025-12-04T20:21:07.666961,2025-12-04T20:21:07.666969
4b84f537-60ab-416b-80ed-470ca0a85114,302ae994-64e1-4734-95f9-25dd2112f235,fcm_9f57ca06-a400-4744-9740-040101170a59,Android,2025-12-04T20:21:07.666986,2025-12-04T20:21:07.666991
34032dc7-b437-433a-9c1c-4e1adb202bf5,78b497bf-b9ce-434a-8350-fd1cda726a11,fcm_06a08281-a4c8-4777-adb1-cf96a06268d9,Android,2025-12-04T20:21:07.667009,2025-12-04T20:21:07.667015
386b86f6-d17c-408d-b398-b1bb535f21f7,cbd11332-f1d1-4ae4-9634-d7711add17ea,fcm_786eab85-386d-4dd5-96c9-53f71f9d1947,Android,2025-12-04T20:21:07.667032,2025-12-04T20:21:07.667037
5adaf3c1-bc28-4815-87f4-1aaf898af4cd,b150ca33-c298-4efc-9d47-4d92936216b5,fcm_290757d6-ef15-4848-9aef-b9a66a4a2048,Android,2025-12-04T20:21:07.667056,2025-12-04T20:21:07.667061
a61d699f-69ab-4c24-976a-6441c0e96461,67b152da-afa1-42be-bc1d-7a2e6324468a,fcm_ba78e9d9-9419-4b15-82b2-7566a0c73880,Android,2025-12-04T20:21:07.667086,2025-12-04T20:21:07.667091
cabb0c00-8613-48b9-9f52-183f5a1211b0,a1ffa7a3-184e-46e6-a217-57a15dacf703,fcm_e0d7f5d0-7a93-4d0c-9bb2-855a0a728a6b,Android,2025-12-04T20:21:07.667107,2025-12-04T20:21:07.667112
37660d84-a036-4d49-bc72-4c56166e075f,0513d3b9-e73b-40e2-a774-f96f699072ed,fcm_75728ad9-3a44-4994-9d69-82da66fbe6ef,Android,2025-12-04T20:21:07.667133,2025-12-04T20:21:07.667139
5cca3a93-e0cb-4d7c-86ab-7c7474b4dd92,51bc06ca-657c-4566-ae9c-b7bc68353d6e,fcm_5221376f-a276-48ea-85cf-ca8b60a9fd70,Android,2025-12-04T20:21:07.667157,2025-12-04T20:21:07.667163
05a41a24-a7c2-4a4b-a40e-8cdc27bc21b3,c736bd2a-3435-4a87-98ee-5e1dd745c9c8,fcm_0b1ccfde-1d89-4130-8a73-6494dd74b65f,Android,2025-12-04T20:21:07.667215,2025-12-04T20:21:07.667221
cd487d28-d078-4eab-85c4-f3a671c4232a,caf7d64e-e794-4e14-8915-354f0994977d,fcm_c452160b-8f2f-418c-8248-0bfb976a9fdd,Android,2025-12-04T20:21:07.667241,2025-12-04T20:21:07.667247
09f99153-7d7f-4acc-85e5-b90995316c0a,bc75fe6c-72e1-49b1-bdb6-decb7185589c,fcm_311ef87a-33d7-4760-b625-e7c738daf9e1,Android,2025-12-04T20:21:07.667267,2025-12-04T20:21:07.667274
be360063-8f3e-497c-9dea-f2eea4134839,b14282d1-b4eb-480c-a2f7-12b884d95762,fcm_16952e26-17a7-4a50-8f42-27f3b8527ab8,Android,2025-12-04T20:21:07.667294,2025-12-04T20:21:07.667303
253847e3-0931-4561-b90a-4ddf40d73ded,2b0ee8f9-d823-43b4-8dd1-7278a3eda18a,fcm_3ef8721b-2ecb-41bc-b37e-aee277a1cfe9,Android,2025-12-04T20:21:07.667332,2025-12-04T20:21:07.667338
f921d231-68ea-4fd0-a753-b93b18560dfd,34d0f9a1-9ea2-4bdc-9b0c-3b968d3bd158,fcm_c77ae8c6-b998-4b2d-8fbf-1ea6a1912547,Android,2025-12-04T20:21:07.667360,2025-12-04T20:21:07.667365
3bac06a0-383c-446f-8218-c8eaaa6dbb38,83d1bcc1-806a-4976-89e9-83b9c58800bf,fcm_82d92551-badf-4d87-b053-115c3ff4d014,Android,2025-12-04T20:21:07.667379,2025-12-04T20:21:07.667385
c9118529-a798-48d9-9493-213d9ffcb3e4,4e4e7f81-70c2-4b02-87d6-8835fcc59ed0,fcm_f7c8ff55-3f94-4041-99ee-8abb080cf819,Android,2025-12-04T20:21:07.667399,2025-12-04T20:21:07.667404
c48d34a9-610f-4b2d-b27f-40fb2f2f17ff,d176be7a-e16d-4c17-8d63-11f1af834799,fcm_1785eaa0-9b93-4407-99e2-eab252bca4dd,Android,2025-12-04T20:21:07.667419,2025-12-04T20:21:07.667424
faf49f59-84e9-4790-b4f9-2c03aa9c285b,edf440c4-ad11-4f06-9430-d84ed0cca9a2,fcm_d755eeb8-1080-499e-a887-a25b2462d6fe,Android,2025-12-04T20:21:07.667438,2025-12-04T20:21:07.667442
33ad594c-c317-44f0-8149-235481077e59,1980a2fe-4ebb-4791-a5ef-49d7d6b580b3,fcm_7a1af7ed-ed6b-4983-85d4-ea5eda4a0d69,Android,2025-12-04T20:21:07.667457,2025-12-04T20:21:07.667462
c36994d2-ca5f-45e1-b604-61edf3f73739,b78bf928-856c-437e-8fda-d21033030fff,fcm_b7931b43-02ca-4b62-b7e6-c77464540af3,Android,2025-12-04T20:21:07.667476,2025-12-04T20:21:07.667480
e0c1c683-ebea-4a04-966a-2eb01d65093e,23e1b99a-b93e-4030-ba37-9fec1143e2ff,fcm_f076671b-b24a-4b96-a8bd-1185ddacaaa4,Android,2025-12-04T20:21:07.667494,2025-12-04T20:21:07.667500
555f3687-166b-4b92-8e3f-19c8cf5a2671,4e04692d-9fe3-426c-b55a-60792b81f31c,fcm_6c4385f9-5c9e-4aae-8709-cbc319252b15,Android,2025-12-04T20:21:07.667514,2025-12-04T20:21:07.667519
e3881de6-4021-46bb-8693-cee6de0a7ffd,78bb4fe6-6973-48ca-adb8-9ea2533592e3,fcm_f2f467c5-6ec8-4b2e-9c03-65e5a29455df,Android,2025-12-04T20:21:07.667535,2025-12-04T20:21:07.667540
c79ee987-4a23-4886-93e4-a06cf518c8fe,b379ebfd-6706-4257-b5fd-76713942f762,fcm_d949dbea-d85a-4c97-a1dc-90f564855fdb,Android,2025-12-04T20:21:07.667555,2025-12-04T20:21:07.667560
5b430fd4-3805-4348-93f3-736c9a3c6e24,7e4b2c13-8e8d-43b4-bfec-f2f8d90ed30a,fcm_3a744bc7-8f8e-43a9-96b7-53dc7737fd6a,Android,2025-12-04T20:21:07.667602,2025-12-04T20:21:07.667607
58c04274-ca59-48d6-8899-ff6e390e1a8e,5a244468-44a1-4f83-b4d9-448685b68e66,fcm_79423c55-6cc2-4a54-a71b-fbf8c57c3d4d,Android,2025-12-04T20:21:07.667621,2025-12-04T20:21:07.667625
873f04a1-d682-4437-95a3-b7e2ff797aa3,be2b988e-8a8f-4252-aebc-143d4487b41e,fcm_cd58ccc1-890e-47cf-a23b-ecef136d7d89,Android,2025-12-04T20:21:07.667640,2025-12-04T20:21:07.667645
f5cebc14-21e8-4361-8f76-13bfc0011b51,cd38c724-2ac0-4681-ae31-518ed4e68c12,fcm_084de518-a1d5-4f4a-923f-11eeac0a1b08,Android,2025-12-04T20:21:07.667659,2025-12-04T20:21:07.667664
e9583542-5663-41a2-9076-28cd69f90ce4,b0d89ff7-b900-441e-b9e9-7691636b0733,fcm_c08ad4b9-22aa-40b9-9ff5-59e37ce1d53f,Android,2025-12-04T20:21:07.667678,2025-12-04T20:21:07.667685
33de3f55-4f4b-406d-91d4-94b7ece3da3a,0aafea6a-2ac7-46e3-80eb-f464bf7fdc84,fcm_b8a3eab7-b662-4d1c-9c3d-b0613eefa28d,Android,2025-12-04T20:21:07.667704,2025-12-04T20:21:07.667709
d0bb409c-f756-4b95-a3fb-ffb9ff193efe,4529daff-b3fa-4b93-b884-60d4920d5741,fcm_95869fec-f617-4b2c-ad3e-fc608de0c7de,Android,2025-12-04T20:21:07.667724,2025-12-04T20:21:07.667729
2d586b5b-3e46-4300-9404-3af609239a0a,2d3884a3-f082-4034-8b34-3900db2d9681,fcm_f1a60070-442d-42ec-aa83-046e5777ba1c,Android,2025-12-04T20:21:07.667744,2025-12-04T20:21:07.667749
08eafb16-ea34-4e93-9cf0-a003c859a2f7,80d20732-f595-46d3-bea2-21727ce79e65,fcm_340a0566-1c15-45cc-9063-38ef5d0a1fef,Android,2025-12-04T20:21:07.667763,2025-12-04T20:21:07.667768
dba6c50c-4c08-4be4-8b22-ace98212db19,089708e3-751f-4e53-ae1a-7948e3514471,fcm_5d3bc120-57b4-44b8-be4d-67ed89ba679b,Android,2025-12-04T20:21:07.667781,2025-12-04T20:21:07.667787
635b886b-e4ba-4cd3-8afb-03c516579f63,2ae90c56-5b2a-42cb-866e-f4821a753b92,fcm_f9c248de-eae4-4500-83c2-1658ecc537e7,Android,2025-12-04T20:21:07.667801,2025-12-04T20:21:07.667806
7819bd67-f91f-45ef-afa6-881b38c93085,ac49967b-e04c-4895-9c82-0521805da47b,fcm_11173bc7-f9e1-4ae9-946a-8739be1e5c08,Android,2025-12-04T20:21:07.667820,2025-12-04T20:21:07.667825
0508ce24-3f25-45d3-9c5f-6592646000f6,934ef14c-094f-433a-baee-47446d1e89f7,fcm_0695b166-3d2f-4493-8713-8dfe2ede338e,Android,2025-12-04T20:21:07.667840,2025-12-04T20:21:07.667845
e53292a5-68c2-41b7-ad73-379710f06547,58d9bdc5-acc2-4511-bb0a-28855ca0ede9,fcm_68bebde1-84bb-4d64-aa06-208b8eb2cae1,Android,2025-12-04T20:21:07.667859,2025-12-04T20:21:07.667865
c8581313-fbb4-42da-8d1d-25055f7b14b4,86df34db-97be-49ce-886d-74639fb2977e,fcm_746c91d1-3f86-43c2-938a-53efd20bc269,Android,2025-12-04T20:21:07.667891,2025-12-04T20:21:07.667901
9a7bef9c-0250-4070-aa00-013b761177c5,638f5049-061b-42cf-9959-7257a1c90fa0,fcm_f0ef405e-bf78-479c-9f7c-469c018d998e,Android,2025-12-04T20:21:07.667931,2025-12-04T20:21:07.667939
1c1efd41-6b97-4b7e-b9a6-d737564c2bde,7faf3780-35ff-40d3-b108-df3fae7c49ee,fcm_f89a243b-4ccc-4ab0-b06c-2412e58e878a,Android,2025-12-04T20:21:07.667962,2025-12-04T20:21:07.667969
449801c3-48f8-4cb8-946e-c49754ff30eb,f0f0a07d-6ea1-43c4-994a-bc42690dd246,fcm_0e283dd8-6ab4-428b-9091-713f88a8d86d,Android,2025-12-04T20:21:07.667990,2025-12-04T20:21:07.667996
0c770d76-2b34-4d18-824c-3524793a5a1f,5ecdfcae-8870-4790-bb47-3a4fffc0a2ae,fcm_3a455665-9e66-4bd4-ac52-f8b8e2e51ff8,Android,2025-12-04T20:21:07.668013,2025-12-04T20:21:07.668019
d9dae89c-ed08-4ee2-b254-c9efd0785b3a,80084142-d732-40b1-99fa-bd1df467947a,fcm_2d5b1a7e-4f8b-47a4-95e2-5edf9cf43fc3,Android,2025-12-04T20:21:07.668065,2025-12-04T20:21:07.668074
155fe513-e777-4f07-af59-01325345b429,b19049ca-37da-4458-b878-f64bb111dbf4,fcm_f59945f8-73ae-4cf7-b238-ee98deca3ff9,Android,2025-12-04T20:21:07.668093,2025-12-04T20:21:07.668100
d715ba5b-a9c3-487c-acd2-e7ec3221c9d8,cad57322-c17b-47fa-852d-68856f209185,fcm_41ffe35f-d539-4aa2-a2f2-7730e2f8c664,Android,2025-12-04T20:21:07.668118,2025-12-04T20:21:07.668124
738ffcf8-e160-4ffd-916c-6e0f2c3b047a,c456401b-b731-4997-9f1a-7ce3ba93da19,fcm_8b048986-405f-415a-bbb7-455ad2f57306,Android,2025-12-04T20:21:07.668151,2025-12-04T20:21:07.668157
f408d47e-2f86-454b-8d96-482601b68118,ec32d1bb-4284-4e58-8579-96d0b0b31949,fcm_e5ff12b7-9a39-4a00-ac43-d00fad79dd64,Android,2025-12-04T20:21:07.668171,2025-12-04T20:21:07.668177
f0fa75cd-3593-40b3-9b1a-16012afd989b,c4d4e0c2-bc84-4dc5-af54-bdd75708d0d0,fcm_088e61be-5d38-4137-b06f-55ba84d5aa12,Android,2025-12-04T20:21:07.668243,2025-12-04T20:21:07.668256
70e934de-ed4d-4fef-836f-cefb5a76e226,6ab002ac-655d-417f-9700-4608012a9ab9,fcm_52f95f60-6b9a-43c1-a579-0337f4e8cb16,Android,2025-12-04T20:21:07.668278,2025-12-04T20:21:07.668283
dc640ebd-a90c-4d1c-84e5-6bccdb0bf30a,efb380a0-1504-4a93-bb94-375a0f539036,fcm_c68ebd57-4b25-41c7-a1f5-7151ad372b76,Android,2025-12-04T20:21:07.668297,2025-12-04T20:21:07.668304
9163599b-b2dc-4c0b-beb3-3223e5c43280,1f341016-472d-44e8-9f59-8634a9f11e05,fcm_996d14f4-016e-4ce7-9dfc-47b0b433a207,Android,2025-12-04T20:21:07.668320,2025-12-04T20:21:07.668324
e581c19e-ea95-469d-95c1-de44d7636508,c92afb8a-db15-4907-9987-122255dc9c64,fcm_40a1ede1-1fea-4c78-883b-b29e1d87f53b,Android,2025-12-04T20:21:07.668340,2025-12-04T20:21:07.668345
f9e8d0ac-45dd-4a0c-98f5-bf31e805a976,965f8b3b-24da-485f-b389-eec9c1ed7b3e,fcm_6f0f2f95-5cf5-423f-a3b8-c29e913a8740,Android,2025-12-04T20:21:07.668360,2025-12-04T20:21:07.668364
f504bee8-aaf9-42ea-8b30-ffee84ad9a86,104dbb8a-b76d-444d-9691-95cb761ec0a4,fcm_5eff2abd-f883-4f96-bd0f-c5026a13230b,Android,2025-12-04T20:21:07.668378,2025-12-04T20:21:07.668383
3fa6c2a7-2019-47b4-a39d-d2f6145984be,80144e07-88bd-463f-9ce1-010603f9d688,fcm_b05d28f7-0db1-425d-a5f1-18660edf7da3,Android,2025-12-04T20:21:07.668404,2025-12-04T20:21:07.668409
1308687f-16f3-4ccd-8aa4-69c4d15e7d31,e6ac37fc-4408-46e1-8579-6f5b53bea713,fcm_0a96795d-31c3-4343-9d2f-ebe2ae808dfe,Android,2025-12-04T20:21:07.668423,2025-12-04T20:21:07.668429
2dc299ee-0fce-40e7-b6d9-ecb94173a135,0145abd3-134b-4338-8fa3-6cde9157156e,fcm_46477b04-13b6-4c14-93bf-b055a3fab23c,Android,2025-12-04T20:21:07.668443,2025-12-04T20:21:07.668448
e9ddb1bb-3dbb-4250-89d4-5593326b2ac0,71f4470c-50b9-4fe4-bfc0-9fa924b9cb21,fcm_76541e6a-722f-409f-8684-cc017492268c,Android,2025-12-04T20:21:07.668461,2025-12-04T20:21:07.668466
353a3404-6d70-4035-b662-a90d64bc5be8,dcae9cfd-e934-4866-a74c-6bc864ce7ee9,fcm_f3d830e4-be38-41d8-8bdd-c0b83e902bea,Android,2025-12-04T20:21:07.668481,2025-12-04T20:21:07.668486
cad4b546-9d03-4764-9a20-bac8376a57d9,88ca0bb9-a857-4a30-84eb-2d1b3fde0d37,fcm_a0c828e2-a2d8-460c-8884-ca7ad078bbe4,Android,2025-12-04T20:21:07.668500,2025-12-04T20:21:07.668505
cedfbc34-f8f6-4c6e-9e28-f26d0a5724b9,c7290797-f221-4352-ae28-db57e19f9f8f,fcm_a997f4dc-2099-4933-8ad4-68e382c48b2b,Android,2025-12-04T20:21:07.668519,2025-12-04T20:21:07.668523
a1b6b2a0-d32d-48ec-9557-fb7fcde7e7b9,ee9111ad-f6b4-4ef4-912d-b46906aa6cbf,fcm_3995c5aa-6871-404e-b02f-ea94dd54b006,Android,2025-12-04T20:21:07.668537,2025-12-04T20:21:07.668541
09964002-16ea-49ce-aa64-2c68fe814035,ed3df7e0-2aff-4165-a75e-25f9246ef5ca,fcm_99722379-7981-4b2f-a236-db2cf6c6f2af,Android,2025-12-04T20:21:07.668574,2025-12-04T20:21:07.668580
a8ada43e-679b-488c-ae2e-905655c39fc3,f5315f61-eab2-488e-a1bc-9a1ba56fa6b8,fcm_6659d11d-f684-46ff-b5cd-4cdd64dd7649,Android,2025-12-04T20:21:07.668594,2025-12-04T20:21:07.668599
0440eabc-88d7-4880-8449-dde09d5c0b44,a680fcab-7c8d-45cf-b0c0-259150833b60,fcm_204ab2a0-5c92-423a-860a-b991c1417031,Android,2025-12-04T20:21:07.668613,2025-12-04T20:21:07.668618
a81f73a1-757d-498c-985d-76c2b35be0df,f8dd0f32-f456-4645-9acd-4071d2fdc058,fcm_6c6b04b8-329b-4938-adf3-d70c718d5a08,Android,2025-12-04T20:21:07.668632,2025-12-04T20:21:07.668636
1a9d60bf-d9d3-4355-b2af-3ba70d7370d1,6c570cfd-5a26-47c5-b097-108bbfd0642d,fcm_f87deb10-1d8b-4dbe-ad86-5e451f0692a6,Android,2025-12-04T20:21:07.668651,2025-12-04T20:21:07.668655
a74fd2c9-1cf1-450f-8165-cc921f7bb0a0,f6d2d7a4-fc72-43db-ae9c-6db9b7c698e3,fcm_b7253b00-4184-48c1-8e9b-24c37f9105ee,Android,2025-12-04T20:21:07.668668,2025-12-04T20:21:07.668673
1704b9aa-a4ea-4e3f-8dd0-89307c35e0c2,dd954e1f-ea08-470f-8b5e-6467fb676376,fcm_080e6f30-45a1-491f-bf90-61c94153bfdf,Android,2025-12-04T20:21:07.668688,2025-12-04T20:21:07.668692
963c1a08-6aa7-4d61-a92d-15bfa396b173,0d4151d4-b72d-44e7-bb8d-91bdd31fd525,fcm_bd129551-9615-4795-a2c9-ef493523b328,Android,2025-12-04T20:21:07.668705,2025-12-04T20:21:07.668710
a26cb4e0-39f6-44b3-a09d-878ede33357a,110a8f06-c95f-40a2-94d4-163823687986,fcm_c8cf4f24-41ca-48f0-8394-fbab6784f5a0,Android,2025-12-04T20:21:07.668725,2025-12-04T20:21:07.668729
26423d3c-8e98-4485-be3c-757b5a675a12,4500d03d-c657-4e74-ae77-3c5ecd825ef9,fcm_814d1e98-cc39-453d-8b64-79037b10ed99,Android,2025-12-04T20:21:07.668744,2025-12-04T20:21:07.668748
5ac16f39-0494-4c13-ba46-4998aaf18a64,219a9dda-7cce-40b8-b0dd-834bc22c00ed,fcm_de27f8c4-70a2-4add-a99c-a795856920c9,Android,2025-12-04T20:21:07.668763,2025-12-04T20:21:07.668767
525ac79a-76c8-41a7-bd43-2c6b64eb8440,5fd282ac-fb12-489b-9783-99d5e4c48210,fcm_1ea045a9-7773-49e0-93d1-a760fa77c162,Android,2025-12-04T20:21:07.668781,2025-12-04T20:21:07.668786
0a35da65-780d-4b75-bebc-920218351a8e,3ff08c71-361d-4583-a194-b469ac42ba75,fcm_d16027bd-89ae-4291-b1cb-47cf5112308c,Android,2025-12-04T20:21:07.668800,2025-12-04T20:21:07.668807
a7fc874d-56d2-438f-8847-30fab62217c8,b9156e78-279c-42bd-b163-485cd80eefee,fcm_9524876d-72bb-4fd3-acad-4e6a453c83e6,Android,2025-12-04T20:21:07.668822,2025-12-04T20:21:07.668826
40003fc5-7ef8-4dd5-83e8-66063c141c68,6eb6d893-7759-4238-96e9-d664b6a5ea5b,fcm_8301e7f8-779e-493a-a15e-bacb4b61bd93,Android,2025-12-04T20:21:07.668840,2025-12-04T20:21:07.668844
1b8d51ac-672d-483c-acd9-e28b1cf0c4f4,9c29bab1-66c2-4106-bf06-e42d17b681a3,fcm_3bde787f-01f5-4955-8af3-eedea3b7c86c,Android,2025-12-04T20:21:07.668857,2025-12-04T20:21:07.668861
bae43192-2628-4d30-94e7-36e0ba295dd0,6a16df4a-097f-4807-b312-a6a15ef05ee5,fcm_e1d93fbd-791f-45a7-8b41-15098076dc62,Android,2025-12-04T20:21:07.668875,2025-12-04T20:21:07.668880
9201f509-6573-4962-9064-77e172c166f1,3a5da8b3-1c93-4d45-8b25-5f5fbd589331,fcm_eaa7a727-5e89-4ae7-9ab8-7599e572dce7,Android,2025-12-04T20:21:07.668894,2025-12-04T20:21:07.668899
a056affd-0f4a-440a-a1cd-0d6e3358bf97,5d7f6ca7-ac49-4c5d-9dc1-174ef062b2f6,fcm_6558adaa-f59a-4f71-be75-ad9a30e76fe5,Android,2025-12-04T20:21:07.668918,2025-12-04T20:21:07.668923
